Season,Block,Treatment,PlotID,Date,DAP,Organ,value
2024,2,AC,4,2024-06-24,42,leaf_stem,0.286139345181076
2024,2,HE,6,2024-06-24,42,leaf_stem,0.273547467944799
2024,3,HE,7,2024-06-24,42,leaf_stem,0.371147579647871
2024,3,AC,9,2024-06-24,42,leaf_stem,0.24709733702087
2024,4,AC,10,2024-06-24,42,leaf_stem,0.159516734023506
2024,4,HE,11,2024-06-24,42,leaf_stem,0.25786086689404
2024,1,AC,2,2024-07-05,53,leaf_stem,0.220687539979872
2024,1,HE,3,2024-07-05,53,leaf_stem,0.273338202568497
2024,2,AC,4,2024-07-05,53,leaf_stem,0.259249676471279
2024,2,HE,6,2024-07-05,53,leaf_stem,0.291070284894896
2024,3,HE,7,2024-07-05,53,leaf_stem,0.294756495927208
2024,3,AC,9,2024-07-05,53,leaf_stem,0.316216525765064
2024,4,AC,10,2024-07-05,53,leaf_stem,0.269084012562379
2024,4,HE,11,2024-07-05,53,leaf_stem,0.249793250541191
2024,1,HTI,1,2024-07-15,63,leaf_stem,0.186432781411072
2024,1,AC,2,2024-07-15,63,leaf_stem,0.175774330466979
2024,2,AC,4,2024-07-15,63,leaf_stem,0.199861438887919
2024,2,HTI,5,2024-07-15,63,leaf_stem,0.242181036213592
2024,3,HTI,8,2024-07-15,63,leaf_stem,0.218776262897192
2024,3,AC,9,2024-07-15,63,leaf_stem,0.197879050631252
2024,4,AC,10,2024-07-15,63,leaf_stem,0.187637979235072
2024,4,HTI,12,2024-07-15,63,leaf_stem,0.187880610191718
2024,1,HTI,1,2024-07-29,77,leaf_stem,0.179506722678414
2024,1,AC,2,2024-07-29,77,leaf_stem,0.222643699511643
2024,1,HE,3,2024-07-29,77,leaf_stem,0.252635466279235
2024,2,AC,4,2024-07-29,77,leaf_stem,0.16617449393216
2024,2,HTI,5,2024-07-29,77,leaf_stem,0.152963688385095
2024,2,HE,6,2024-07-29,77,leaf_stem,0.180141065402953
2024,3,HE,7,2024-07-29,77,leaf_stem,0.206692920240907
2024,3,HTI,8,2024-07-29,77,leaf_stem,0.193824251863082
2024,3,AC,9,2024-07-29,77,leaf_stem,0.222713472448591
2024,4,AC,10,2024-07-29,77,leaf_stem,0.199162180326794
2024,4,HE,11,2024-07-29,77,leaf_stem,0.220572128552928
2024,4,HTI,12,2024-07-29,77,leaf_stem,0.216116737997198
2024,1,HTI,1,2024-08-19,98,leaf_stem,0.0782657583148344
2024,1,AC,2,2024-08-19,98,leaf_stem,0.10417501590566
2024,1,HE,3,2024-08-19,98,leaf_stem,0.0947758230868626
2024,2,AC,4,2024-08-19,98,leaf_stem,0.0742972950555473
2024,2,HTI,5,2024-08-19,98,leaf_stem,0.0760703016507451
2024,2,HE,6,2024-08-19,98,leaf_stem,0.171653848182941
2024,3,HE,7,2024-08-19,98,leaf_stem,0.0738244940977643
2024,3,HTI,8,2024-08-19,98,leaf_stem,0.132210387510795
2024,3,AC,9,2024-08-19,98,leaf_stem,0.127119614637833
2024,4,AC,10,2024-08-19,98,leaf_stem,0.111924977862067
2024,4,HE,11,2024-08-19,98,leaf_stem,0.0681129722556591
2024,4,HTI,12,2024-08-19,98,leaf_stem,0.160284277139625
2024,1,HTI,1,2024-09-08,118,leaf_stem,
2024,1,AC,2,2024-09-08,118,leaf_stem,
2024,1,HE,3,2024-09-08,118,leaf_stem,
2024,2,AC,4,2024-09-08,118,leaf_stem,
2024,2,HTI,5,2024-09-08,118,leaf_stem,
2024,2,HE,6,2024-09-08,118,leaf_stem,
2024,3,HE,7,2024-09-08,118,leaf_stem,
2024,3,HTI,8,2024-09-08,118,leaf_stem,
2024,3,AC,9,2024-09-08,118,leaf_stem,
2024,4,AC,10,2024-09-08,118,leaf_stem,
2024,4,HE,11,2024-09-08,118,leaf_stem,
2024,4,HTI,12,2024-09-08,118,leaf_stem,
2025,1,HB,1,2025-07-02,56,leaf_stem,0.213056039315361
2025,1,AC,2,2025-07-02,56,leaf_stem,0.185482426994152
2025,1,HTI,3,2025-07-02,56,leaf_stem,0.143481508055699
2025,2,AC,4,2025-07-02,56,leaf_stem,0.194929337739374
2025,2,HB,5,2025-07-02,56,leaf_stem,0.178806646915578
2025,2,HTI,6,2025-07-02,56,leaf_stem,0.185431057001504
2025,3,HTI,7,2025-07-02,56,leaf_stem,0.155031778902404
2025,3,AC,9,2025-07-02,56,leaf_stem,0.213052958319268
2025,4,AC,10,2025-07-02,56,leaf_stem,0.232129261629557
2025,4,HTI,11,2025-07-02,56,leaf_stem,0.160564078886614
2025,4,HB,12,2025-07-02,56,leaf_stem,0.201960742497918
2025,1,HB,1,2025-07-14,68,leaf_stem,0.248368876462696
2025,1,AC,2,2025-07-14,68,leaf_stem,0.21643350532828
2025,1,HTI,3,2025-07-14,68,leaf_stem,0.207099408401891
2025,2,AC,4,2025-07-14,68,leaf_stem,0.249983187965721
2025,2,HB,5,2025-07-14,68,leaf_stem,0.227609477127363
2025,2,HTI,6,2025-07-14,68,leaf_stem,0.204873161571051
2025,3,HTI,7,2025-07-14,68,leaf_stem,0.177046388992854
2025,3,AC,9,2025-07-14,68,leaf_stem,0.241951845728388
2025,4,AC,10,2025-07-14,68,leaf_stem,0.20822760551118
2025,4,HTI,11,2025-07-14,68,leaf_stem,0.17839725100858
2025,4,HB,12,2025-07-14,68,leaf_stem,0.19056788974924
2025,1,HB,1,2025-07-29,83,leaf_stem,0.0864256810519637
2025,1,AC,2,2025-07-29,83,leaf_stem,0.127961932721276
2025,1,HTI,3,2025-07-29,83,leaf_stem,0.153972968967268
2025,2,AC,4,2025-07-29,83,leaf_stem,0.142119466777804
2025,2,HB,5,2025-07-29,83,leaf_stem,0.0842076014100224
2025,2,HTI,6,2025-07-29,83,leaf_stem,0.136688673320897
2025,3,HTI,7,2025-07-29,83,leaf_stem,0.10512466448525
2025,3,AC,9,2025-07-29,83,leaf_stem,0.190220937382817
2025,4,AC,10,2025-07-29,83,leaf_stem,0.135782900391165
2025,4,HTI,11,2025-07-29,83,leaf_stem,0.14089133320188
2025,4,HB,12,2025-07-29,83,leaf_stem,0.152821056624348
2025,1,HB,1,2025-08-11,96,leaf_stem,0.0167237557928672
2025,1,AC,2,2025-08-11,96,leaf_stem,0.0180255274811149
2025,1,HTI,3,2025-08-11,96,leaf_stem,0.0165708123652049
2025,2,AC,4,2025-08-11,96,leaf_stem,0.0255328499230938
2025,2,HB,5,2025-08-11,96,leaf_stem,
2025,2,HTI,6,2025-08-11,96,leaf_stem,0.0230174634984254
2025,3,HTI,7,2025-08-11,96,leaf_stem,0.0195188203337214
2025,3,AC,9,2025-08-11,96,leaf_stem,0.00751824817518248
2025,4,AC,10,2025-08-11,96,leaf_stem,0.0299390077023965
2025,4,HTI,11,2025-08-11,96,leaf_stem,0.0191329720716965
2025,4,HB,12,2025-08-11,96,leaf_stem,0.0223481608212147
2025,1,HB,1,2025-08-26,111,leaf_stem,
2025,1,AC,2,2025-08-26,111,leaf_stem,
2025,1,HTI,3,2025-08-26,111,leaf_stem,
2025,2,AC,4,2025-08-26,111,leaf_stem,
2025,2,HB,5,2025-08-26,111,leaf_stem,
2025,2,HTI,6,2025-08-26,111,leaf_stem,
2025,3,HTI,7,2025-08-26,111,leaf_stem,
2025,3,AC,9,2025-08-26,111,leaf_stem,
2025,4,AC,10,2025-08-26,111,leaf_stem,
2025,4,HTI,11,2025-08-26,111,leaf_stem,
2025,4,HB,12,2025-08-26,111,leaf_stem,
2024,1,AC,2,2024-06-24,42,HI,0.00313802145211283
2024,1,HE,3,2024-06-24,42,HI,0.000293115133931041
2024,2,AC,4,2024-06-24,42,HI,0.000325567182280109
2024,2,HE,6,2024-06-24,42,HI,8.50763658062315e-05
2024,3,HE,7,2024-06-24,42,HI,2.05667933603497e-05
2024,3,AC,9,2024-06-24,42,HI,0.000160461374616361
2024,4,AC,10,2024-06-24,42,HI,0.00218024416023989
2024,4,HE,11,2024-06-24,42,HI,0.000145159911156724
2024,1,AC,2,2024-07-05,53,HI,0.0111184897010385
2024,1,HE,3,2024-07-05,53,HI,0.0141533005898991
2024,2,AC,4,2024-07-05,53,HI,0.0185845183733524
2024,2,HE,6,2024-07-05,53,HI,0.00904197466884916
2024,3,HE,7,2024-07-05,53,HI,0.0057973525914041
2024,3,AC,9,2024-07-05,53,HI,0.0133986907504011
2024,4,AC,10,2024-07-05,53,HI,0.0155535328274669
2024,4,HE,11,2024-07-05,53,HI,0.00768228353716573
2024,1,HTI,1,2024-07-15,63,HI,0.0350248525086312
2024,1,AC,2,2024-07-15,63,HI,0.0318793011083738
2024,2,AC,4,2024-07-15,63,HI,0.0278934449569745
2024,2,HTI,5,2024-07-15,63,HI,0.0161887940930638
2024,3,HTI,8,2024-07-15,63,HI,0.0216801923224139
2024,3,AC,9,2024-07-15,63,HI,0.0313202999847042
2024,4,AC,10,2024-07-15,63,HI,0.0416928563012254
2024,4,HTI,12,2024-07-15,63,HI,0.035024328693688
2024,1,HTI,1,2024-07-29,77,HI,0.0564281583381515
2024,1,AC,2,2024-07-29,77,HI,0.0657063811959584
2024,1,HE,3,2024-07-29,77,HI,0.0602499086882271
2024,2,AC,4,2024-07-29,77,HI,0.0588276844864389
2024,2,HTI,5,2024-07-29,77,HI,0.0586883547785063
2024,2,HE,6,2024-07-29,77,HI,0.0679892607925023
2024,3,HE,7,2024-07-29,77,HI,0.060788844526138
2024,3,HTI,8,2024-07-29,77,HI,0.0553414748350452
2024,3,AC,9,2024-07-29,77,HI,0.0598643227104634
2024,4,AC,10,2024-07-29,77,HI,0.0648833810818
2024,4,HE,11,2024-07-29,77,HI,0.0604614279003332
2024,4,HTI,12,2024-07-29,77,HI,0.0571793588080033
2024,1,HTI,1,2024-08-19,98,HI,0.0756766418087166
2024,1,AC,2,2024-08-19,98,HI,0.0746738184470451
2024,1,HE,3,2024-08-19,98,HI,0.0781832705381492
2024,2,AC,4,2024-08-19,98,HI,0.0767094799757928
2024,2,HTI,5,2024-08-19,98,HI,0.0810548730352735
2024,2,HE,6,2024-08-19,98,HI,0.0759391211080447
2024,3,HE,7,2024-08-19,98,HI,0.0781404319885352
2024,3,HTI,8,2024-08-19,98,HI,0.0837578663449874
2024,3,AC,9,2024-08-19,98,HI,0.073903777081823
2024,4,AC,10,2024-08-19,98,HI,0.0787806668490017
2024,4,HE,11,2024-08-19,98,HI,0.0807360410366575
2024,4,HTI,12,2024-08-19,98,HI,0.0748415190842202
2024,1,HTI,1,2024-09-08,118,HI,0.0819247217327409
2024,1,AC,2,2024-09-08,118,HI,0.0806452299914298
2024,1,HE,3,2024-09-08,118,HI,0.0873417249787044
2024,2,AC,4,2024-09-08,118,HI,0.0796360534956354
2024,2,HTI,5,2024-09-08,118,HI,0.0759474782209091
2024,2,HE,6,2024-09-08,118,HI,0.0807237676043737
2024,3,HE,7,2024-09-08,118,HI,0.0815096578354073
2024,3,HTI,8,2024-09-08,118,HI,0.0803466632975629
2024,3,AC,9,2024-09-08,118,HI,0.082310978583086
2024,4,AC,10,2024-09-08,118,HI,0.085699277716871
2024,4,HE,11,2024-09-08,118,HI,0.083545282959982
2024,4,HTI,12,2024-09-08,118,HI,0.0848264317941331
2025,1,HB,1,2025-07-02,56,HI,0.0594002374226821
2025,1,AC,2,2025-07-02,56,HI,0.0609698904881067
2025,1,HTI,3,2025-07-02,56,HI,0.0514641827416738
2025,2,AC,4,2025-07-02,56,HI,0.0597396537320586
2025,2,HB,5,2025-07-02,56,HI,0.0648426325981123
2025,2,HTI,6,2025-07-02,56,HI,0.0612941185265222
2025,3,HTI,7,2025-07-02,56,HI,0.0520387816506776
2025,3,AC,9,2025-07-02,56,HI,0.0668789790719744
2025,4,AC,10,2025-07-02,56,HI,0.0609573171099219
2025,4,HTI,11,2025-07-02,56,HI,0.0452075373475347
2025,4,HB,12,2025-07-02,56,HI,0.0533267285692951
2025,1,HB,1,2025-07-14,68,HI,0.0719566866239857
2025,1,AC,2,2025-07-14,68,HI,0.0755471652808616
2025,1,HTI,3,2025-07-14,68,HI,0.0720581125522439
2025,2,AC,4,2025-07-14,68,HI,0.0700412756700062
2025,2,HB,5,2025-07-14,68,HI,0.0766508275788002
2025,2,HTI,6,2025-07-14,68,HI,0.0744742725346485
2025,3,HTI,7,2025-07-14,68,HI,0.0678161688014782
2025,3,AC,9,2025-07-14,68,HI,0.0759721556696012
2025,4,AC,10,2025-07-14,68,HI,0.06900469504951
2025,4,HTI,11,2025-07-14,68,HI,0.0686758867898815
2025,4,HB,12,2025-07-14,68,HI,0.0739788494401383
2025,1,HB,1,2025-07-29,83,HI,0.0754457890925428
2025,1,AC,2,2025-07-29,83,HI,0.0815280212394046
2025,1,HTI,3,2025-07-29,83,HI,0.0807908924927953
2025,2,AC,4,2025-07-29,83,HI,0.0809772614910343
2025,2,HB,5,2025-07-29,83,HI,0.0826767692837853
2025,2,HTI,6,2025-07-29,83,HI,0.0820734289046463
2025,3,HTI,7,2025-07-29,83,HI,0.0741626803705374
2025,3,AC,9,2025-07-29,83,HI,0.0819437243339571
2025,4,AC,10,2025-07-29,83,HI,0.0765437749184468
2025,4,HTI,11,2025-07-29,83,HI,0.0769688995256534
2025,4,HB,12,2025-07-29,83,HI,0.0802047522990597
2025,1,HB,1,2025-08-11,96,HI,0.0808659521066993
2025,1,AC,2,2025-08-11,96,HI,0.0810006729642604
2025,1,HTI,3,2025-08-11,96,HI,0.083982785219272
2025,2,AC,4,2025-08-11,96,HI,0.0816418656999861
2025,2,HB,5,2025-08-11,96,HI,0.0856272123706293
2025,2,HTI,6,2025-08-11,96,HI,0.0841010030283661
2025,3,HTI,7,2025-08-11,96,HI,0.0797563024554716
2025,3,AC,9,2025-08-11,96,HI,0.0857416415386116
2025,4,AC,10,2025-08-11,96,HI,0.0822353137256856
2025,4,HTI,11,2025-08-11,96,HI,0.0784502125977748
2025,4,HB,12,2025-08-11,96,HI,0.0860442417123972
2025,1,HB,1,2025-08-26,111,HI,0.0862967679896565
2025,1,AC,2,2025-08-26,111,HI,0.0859765316756469
2025,1,HTI,3,2025-08-26,111,HI,0.087929993916758
2025,2,AC,4,2025-08-26,111,HI,0.0855844252258394
2025,2,HB,5,2025-08-26,111,HI,0.0876256866291896
2025,2,HTI,6,2025-08-26,111,HI,0.086518504938348
2025,3,HTI,7,2025-08-26,111,HI,0.0866993483423629
2025,3,AC,9,2025-08-26,111,HI,0.0897074802458968
2025,4,AC,10,2025-08-26,111,HI,0.087684946142225
2025,4,HTI,11,2025-08-26,111,HI,0.0845867470068576
2025,4,HB,12,2025-08-26,111,HI,0.0881032336402794
